IT_NO ID WAGE_OFFER NO_EMPLOYEES EMPLOYEES_NEEDED SALES INVENTORY PRODUCTION_CURRENT PRODUCTION_PLAN UNIT_GOODS_PRICE
821 18 5.834032 35 35 47093 921 35000 37326 0.006487
821 26 5.934729 39 39 37578 422 39000 35100 0.006591
821 20 5.934729 36 36 31392 3608 36000 32400 0.006604
821 28 5.907683 33 33 32000 0 33000 33439 0.006592
821 24 5.950232 37 37 36278 0 37000 37580 0.006628
821 23 5.950232 40 40 38060 0 40000 40373 0.006600
821 9 5.950232 36 36 35150 0 36000 36532 0.006613
821 22 5.950232 38 38 36000 0 38000 38319 0.006616
821 15 5.872459 34 34 37598 9207 34000 30600 0.006558
821 19 5.872459 32 32 39236 2615 32000 33185 0.006550
821 11 5.934729 36 36 34217 5820 36000 32400 0.006607
821 13 5.907683 38 38 37920 6766 38000 34200 0.006568
821 7 5.934729 36 36 40497 2158 36000 36683 0.006597
821 10 5.907683 36 36 37308 13685 36000 32400 0.006553
821 12 5.872459 33 33 36918 8206 33000 29700 0.006535
821 21 5.907683 33 33 40416 0 33000 35291 0.006596
821 25 5.907683 33 33 47168 0 33000 36776 0.006578
821 8 5.907683 35 35 35895 9691 35000 31500 0.006568
841 8 5.907683 32 32 44691 0 32000 35431 0.006577
841 10 5.907683 33 33 37874 11811 33000 29700 0.006558
841 13 5.907683 35 35 41215 3551 35000 35887 0.006574
841 20 5.934729 33 33 39608 0 33000 35113 0.006611
841 14 5.834032 30 30 41082 0 30000 33037 0.006496
841 18 5.966599 38 38 35921 0 38000 38302 0.006628
841 23 5.950232 41 41 40000 0 41000 41599 0.006598
841 9 5.950232 37 37 34447 1553 37000 33300 0.006611
841 7 5.934729 37 37 38158 0 37000 37994 0.006596
841 21 5.907683 36 36 33000 0 36000 36059 0.006588
841 25 5.907683 37 37 33000 0 37000 33300 0.006570
841 19 5.966599 34 34 34615 0 34000 34815 0.006649
841 22 5.950232 39 39 38000 0 39000 39559 0.006614
841 24 5.950232 38 38 37000 0 38000 38539 0.006626
841 28 5.907683 34 34 33000 0 34000 34459 0.006589
841 17 5.966599 35 35 38601 0 35000 36492 0.006648
841 27 5.966599 34 34 38388 0 34000 35645 0.006630
841 16 5.966599 38 38 35000 0 38000 38099 0.006651
841 29 5.907683 33 33 41156 1444 33000 34486 0.006584
841 30 5.907683 31 31 44350 644 31000 33605 0.006585
841 26 5.934729 36 36 37810 1612 36000 36200 0.006596
841 15 5.872459 31 31 38701 4506 31000 32089 0.006569
841 11 5.934729 33 33 41820 0 33000 35600 0.006615
841 12 5.872459 30 30 41206 0 30000 33065 0.006544
861 25 5.907683 34 34 37000 0 34000 35339 0.006576
861 10 5.907683 30 30 44811 0 30000 33858 0.006566
861 8 5.987093 36 36 32000 0 36000 32400 0.006655
861 13 5.987093 36 36 38551 0 36000 37281 0.006660
861 20 5.934729 36 36 33000 0 36000 36059 0.006604
861 14 5.987093 34 34 30000 0 34000 30600 0.006655
861 18 5.966599 39 39 38000 0 39000 39559 0.006626
861 23 5.950232 42 42 41000 0 42000 42619 0.006597
861 21 5.987093 37 37 36000 0 37000 37519 0.006673
861 19 5.966599 35 35 34000 0 35000 35479 0.006646
861 17 5.966599 37 37 35000 0 37000 37299 0.006643
861 27 5.966599 36 36 34000 0 36000 36279 0.006626
861 16 5.966599 39 39 38000 0 39000 39559 0.006649
861 29 5.987093 35 35 34444 0 35000 35577 0.006667
861 30 5.987093 34 34 31644 0 34000 34161 0.006665
861 26 5.934729 37 37 37612 0 37000 37874 0.006594
861 15 5.987093 33 33 35506 0 33000 34211 0.006689
861 12 5.987093 34 34 30000 0 34000 30600 0.006661
861 11 5.934729 36 36 33000 0 36000 36059 0.006608
861 28 5.987093 35 35 34000 0 35000 35479 0.006674
861 24 5.950232 39 39 38000 0 39000 39559 0.006624
861 22 5.950232 40 40 39000 0 40000 40579 0.006612
861 7 5.934729 38 38 37000 0 38000 38539 0.006594
861 9 5.950232 34 34 38553 0 34000 35681 0.006617
881 12 5.987093 31 31 34000 0 31000 32279 0.006668
881 25 6.016667 36 36 34000 0 36000 36279 0.006691
881 10 6.016667 34 34 30000 0 34000 30600 0.006678
881 13 5.987093 38 38 36000 0 38000 38319 0.006656
881 18 5.966599 40 40 39000 0 40000 40579 0.006624
881 23 6.016667 43 43 42000 0 43000 43639 0.006669
881 19 5.966599 36 36 35000 0 36000 36499 0.006644
881 17 5.966599 38 38 37000 0 38000 38539 0.006641
881 16 5.966599 40 40 39000 0 40000 40579 0.006646
881 30 5.987093 35 35 34000 0 35000 35479 0.006663
881 28 5.987093 36 36 35000 0 36000 36499 0.006672
881 24 6.016667 40 40 39000 0 40000 40579 0.006695
881 22 6.016667 41 41 40000 0 41000 41599 0.006684
881 7 6.016667 39 39 38000 0 39000 39559 0.006682
881 9 6.016667 36 36 34000 0 36000 36279 0.006686
881 11 6.016667 37 37 36000 0 37000 37519 0.006696
881 15 5.987093 35 35 33000 0 35000 35259 0.006684
881 26 6.016667 38 38 37000 0 38000 38539 0.006683
881 29 5.987093 36 36 35000 0 36000 36499 0.006664
881 27 5.966599 37 37 36000 0 37000 37519 0.006624
881 21 5.987093 38 38 37000 0 38000 38539 0.006671
881 20 6.016667 37 37 36000 0 37000 37519 0.006692
881 8 5.987093 33 33 36000 0 33000 34319 0.006662
881 14 5.987093 31 31 34000 0 31000 32279 0.006662
901 10 6.016667 31 31 34000 0 31000 32279 0.006684
901 12 6.049719 33 33 31000 0 33000 33219 0.006732
901 25 6.016667 37 37 36000 0 37000 37519 0.006689
901 22 6.016667 42 42 41000 0 42000 42619 0.006682
901 7 6.016667 40 40 39000 0 40000 40579 0.006681
901 9 6.016667 37 37 36000 0 37000 37519 0.006684
901 14 6.049719 33 33 31000 0 33000 33219 0.006726
901 8 6.049719 35 35 33000 0 35000 35259 0.006726
901 20 6.016667 38 38 37000 0 38000 38539 0.006690
901 21 6.049719 39 39 38000 0 39000 39559 0.006738
901 27 6.049719 38 38 37000 0 38000 38539 0.006714
901 29 6.049719 37 37 36000 0 37000 37519 0.006731
901 26 6.016667 39 39 38000 0 39000 39559 0.006681
901 15 6.049719 36 36 35000 0 36000 36499 0.006750
901 11 6.016667 38 38 37000 0 38000 38539 0.006694
901 24 6.016667 41 41 40000 0 41000 41599 0.006693
901 28 6.049719 37 37 36000 0 37000 37519 0.006738
901 30 6.049719 36 36 35000 0 36000 36499 0.006730
901 16 6.049719 41 41 40000 0 41000 41599 0.006736
901 17 6.049719 39 39 38000 0 39000 39559 0.006731
901 19 6.049719 37 37 36000 0 37000 37519 0.006733
901 23 6.016667 44 44 43000 0 44000 44659 0.006668
901 18 6.049719 41 41 40000 0 41000 41599 0.006714
901 13 6.049719 39 39 38000 0 39000 39559 0.006723
921 10 6.091725 33 33 31000 0 33000 33219 0.006762
921 12 6.049719 34 34 33000 0 34000 34459 0.006729
921 22 6.091725 43 43 41354 646 43000 38700 0.006762
921 7 6.091725 41 41 38781 1219 41000 36900 0.006759
921 9 6.091725 38 38 37000 0 38000 38539 0.006765
921 20 6.091725 39 39 38000 0 39000 39559 0.006771
921 21 6.049719 40 40 31511 7489 40000 36000 0.006736
921 27 6.049719 39 39 36143 1857 39000 35100 0.006713
921 26 6.091725 40 40 39000 0 40000 40579 0.006762
921 24 6.091725 42 42 37041 3959 42000 37800 0.006767
921 28 6.049719 38 38 36908 92 38000 34200 0.006736
921 30 6.049719 37 37 36000 0 37000 37519 0.006728
921 16 6.049719 42 42 40984 16 42000 37800 0.006734
921 17 6.049719 40 40 36603 2397 40000 36000 0.006729
921 19 6.049719 38 38 37000 0 38000 38539 0.006731
921 23 6.091725 45 45 44000 0 45000 45679 0.006749
921 18 6.049719 42 42 41000 0 42000 42619 0.006713
921 13 6.049719 40 40 39000 0 40000 40579 0.006722
921 11 6.091725 39 39 38000 0 39000 39559 0.006774
921 15 6.049719 37 37 36000 0 37000 37519 0.006747
921 29 6.049719 38 38 37000 0 38000 38539 0.006729
921 8 6.049719 36 36 34505 495 36000 32400 0.006724
921 14 6.049719 34 34 33000 0 34000 34459 0.006724
921 25 6.091725 38 38 37000 0 38000 38539 0.006770
941 17 6.049719 36 36 35384 7013 36000 32400 0.006736
941 16 6.049719 38 38 37029 4987 38000 34200 0.006741
941 28 6.049719 35 35 34913 3179 35000 31500 0.006743
941 24 6.091725 38 38 35293 10666 38000 34200 0.006778
941 27 6.049719 36 36 40608 249 36000 36896 0.006718
941 21 6.049719 36 36 46437 1052 36000 37982 0.006744
941 22 6.091725 39 39 35083 8563 39000 35100 0.006768
941 10 6.091725 34 34 33000 0 34000 34459 0.006761
941 12 6.124429 35 35 34000 0 35000 35479 0.006809
941 20 6.091725 40 40 32936 6064 40000 36000 0.006769
941 30 6.124429 38 38 37000 0 38000 38539 0.006808
941 19 6.124429 39 39 34905 3095 39000 35100 0.006806
941 23 6.091725 46 46 31834 13166 46000 41400 0.006748
941 18 6.124429 43 43 33259 8741 43000 38700 0.006780
941 11 6.091725 40 40 31816 7184 40000 36000 0.006773
941 15 6.124429 38 38 33825 3175 38000 34200 0.006821
941 29 6.124429 39 39 36335 1665 39000 35100 0.006806
941 14 6.124429 35 35 34000 0 35000 35479 0.006804
941 25 6.091725 39 39 35109 2891 39000 35100 0.006769
941 13 6.124429 41 41 29516 10484 41000 36900 0.006786
941 26 6.091725 41 41 40000 0 41000 41599 0.006761
941 9 6.091725 39 39 32653 5347 39000 35100 0.006764
941 7 6.091725 37 37 36264 5955 37000 33300 0.006767
941 8 6.049719 33 33 36495 0 33000 34428 0.006731
961 11 6.091725 36 36 32736 14448 36000 32400 0.006779
961 19 6.124429 36 36 31065 11030 36000 32400 0.006815
961 20 6.091725 36 36 32358 13706 36000 32400 0.006775
961 23 6.091725 42 42 36202 22964 42000 37800 0.006752
961 18 6.124429 39 39 35487 16254 39000 35100 0.006794
961 7 6.091725 34 34 33597 9358 34000 30600 0.006773
961 9 6.091725 36 36 34665 9682 36000 32400 0.006768
961 25 6.091725 36 36 33158 8733 36000 32400 0.006773
961 29 6.124429 36 36 32837 7828 36000 32400 0.006814
961 22 6.091725 36 36 41204 6359 36000 32400 0.006774
961 24 6.091725 35 35 35852 12814 35000 31500 0.006786
961 10 6.154761 35 35 31910 2090 35000 31500 0.006824
961 30 6.124429 39 39 36590 1410 39000 35100 0.006806
961 14 6.124429 36 36 35000 0 36000 36499 0.006802
961 8 6.154761 35 35 33000 0 35000 35259 0.006842
961 26 6.154761 42 42 33881 7119 42000 37800 0.006819
961 12 6.124429 36 36 32623 2377 36000 32400 0.006808
961 21 6.154761 38 38 37052 0 38000 38551 0.006855
961 27 6.154761 37 37 36249 0 37000 37574 0.006831
961 17 6.049719 33 33 36069 6944 33000 29700 0.006743
961 16 6.049719 35 35 34932 8055 35000 31500 0.006748
961 28 6.049719 32 32 34943 3236 32000 28800 0.006751
961 15 6.124429 35 35 33818 7357 35000 31500 0.006832
961 13 6.124429 37 37 42998 8486 37000 33300 0.006805
981 28 6.049719 29 29 32214 3022 29000 29340 0.006760
981 16 6.049719 32 32 33348 9707 32000 28800 0.006756
981 17 6.049719 30 30 39944 0 30000 32787 0.006753
981 12 6.124429 33 33 32771 5606 33000 29700 0.006813
981 24 6.091725 32 32 42544 5270 32000 33581 0.006795
981 25 6.091725 33 33 38124 6609 33000 29700 0.006779
981 9 6.091725 33 33 34219 11463 33000 29700 0.006773
981 18 6.124429 36 36 32720 22534 36000 32400 0.006801
981 23 6.091725 38 38 32730 32234 38000 34200 0.006757
981 20 6.091725 33 33 33345 16361 33000 29700 0.006781
981 11 6.091725 33 33 36300 14148 33000 29700 0.006785
981 14 6.124429 37 37 35878 122 37000 33300 0.006801
981 8 6.154761 36 36 30811 4189 36000 32400 0.006840
981 21 6.154761 39 39 33368 4632 39000 35100 0.006853
981 27 6.154761 38 38 32890 4110 38000 34200 0.006830
981 19 6.124429 33 33 35390 11640 33000 29700 0.006822
981 7 6.091725 31 31 43228 130 31000 33432 0.006781
981 29 6.124429 33 33 36066 7762 33000 29700 0.006821
981 22 6.091725 33 33 35086 7273 33000 29700 0.006781
981 10 6.154761 32 32 32838 4252 32000 28800 0.006833
981 30 6.124429 36 36 33943 6467 36000 32400 0.006811
981 26 6.154761 38 38 29438 19681 38000 34200 0.006829
981 15 6.124429 32 32 31228 11129 32000 28800 0.006841
981 13 6.124429 34 34 34808 10678 34000 30600 0.006813
1001 26 6.154761 35 35 35656 22025 35000 31500 0.006836
1001 22 6.091725 30 30 38058 2215 30000 31390 0.006790
1001 29 6.124429 30 30 31881 8881 30000 27000 0.006829
1001 21 6.154761 36 36 33297 10335 36000 32400 0.006859
1001 14 6.124429 34 34 35618 1504 34000 34173 0.006806
1001 20 6.091725 30 30 36022 13339 30000 27000 0.006789
1001 23 6.091725 35 35 37566 32668 35000 31500 0.006761
1001 18 6.124429 33 33 35061 23473 33000 29700 0.006808
1001 9 6.091725 30 30 39093 5370 30000 31281 0.006781
1001 16 6.049719 29 29 36014 5693 29000 29833 0.006767
1001 28 6.177746 30 30 32022 0 30000 31044 0.006899
1001 24 6.177746 34 34 37270 0 34000 35399 0.006886
1001 7 6.177746 34 34 31130 0 34000 34048 0.006869
1001 17 6.177746 33 33 30000 0 33000 29700 0.006885
1001 12 6.124429 30 30 36822 1784 30000 31185 0.006821
1001 25 6.091725 30 30 39472 137 30000 31880 0.006789
1001 11 6.091725 30 30 37382 9766 30000 27000 0.006794
1001 8 6.154761 33 33 30316 9873 33000 29700 0.006845
1001 27 6.154761 35 35 34214 7896 35000 31500 0.006834
1001 19 6.124429 30 30 43144 1496 30000 32479 0.006833
1001 10 6.154761 29 29 36252 0 29000 31175 0.006840
1001 30 6.124429 33 33 38506 3961 33000 33705 0.006818
1001 15 6.124429 29 29 34704 8425 29000 26100 0.006852
1001 13 6.124429 31 31 40054 4624 31000 32348 0.006822
1021 8 6.154761 30 30 40993 1880 30000 32010 0.006853
1021 11 6.091725 27 27 36060 3706 27000 28441 0.006806
1021 21 6.154761 33 33 43514 2821 33000 34820 0.006867
1021 26 6.154761 32 32 37817 19208 32000 28800 0.006843
1021 7 6.177746 35 35 34000 0 35000 35479 0.006867
1021 10 6.154761 32 32 29000 0 32000 28800 0.006834
1021 13 6.192400 33 33 35624 0 33000 34237 0.006893
1021 30 6.192400 34 34 36961 0 34000 35331 0.006891
1021 19 6.192400 33 33 31496 0 33000 33328 0.006900
1021 25 6.192400 32 32 30137 0 32000 32229 0.006894
1021 12 6.192400 32 32 31784 0 32000 32592 0.006891
1021 24 6.177746 36 36 34000 0 36000 36279 0.006881
1021 28 6.177746 32 32 30000 0 32000 32199 0.006892
1021 16 6.192400 30 30 34693 0 30000 31632 0.006922
1021 9 6.192400 32 32 35370 0 32000 33381 0.006888
1021 14 6.192400 35 35 35504 0 35000 35810 0.006879
1021 22 6.192400 32 32 32215 0 32000 32687 0.006895
1021 29 6.124429 27 27 38881 0 27000 30153 0.006842
1021 20 6.091725 27 27 35036 8303 27000 24300 0.006799
1021 23 6.091725 32 32 47599 20069 32000 28800 0.006767
1021 18 6.124429 30 30 39003 17470 30000 27000 0.006815
1021 17 6.177746 30 30 33000 0 30000 31259 0.006894
1021 27 6.154761 32 32 42896 0 32000 35036 0.006841
1021 15 6.124429 27 27 37425 0 27000 29833 0.006864
1041 18 6.124429 27 27 47470 0 27000 32043 0.006829
1041 23 6.091725 29 29 52069 0 29000 34654 0.006779
1041 20 6.091725 25 25 35303 0 25000 27766 0.006811
1041 10 6.154761 29 29 32000 0 29000 30239 0.006840
1041 26 6.154761 29 29 51208 0 29000 34465 0.006855
1041 8 6.226576 33 33 31880 0 33000 33413 0.006925
1041 11 6.226576 29 29 30706 0 29000 29955 0.006949
1041 21 6.226576 35 35 35821 0 35000 35880 0.006942
1041 7 6.177746 36 36 35000 0 36000 36499 0.006865
1041 13 6.192400 35 35 33000 0 35000 35259 0.006888
1041 30 6.192400 36 36 34000 0 36000 36279 0.006887
1041 12 6.192400 33 33 32000 0 33000 33439 0.006889
1041 24 6.177746 37 37 36000 0 37000 37519 0.006878
1041 28 6.177746 33 33 32000 0 33000 33439 0.006889
1041 16 6.192400 32 32 30000 0 32000 32199 0.006916
1041 9 6.192400 34 34 32000 0 34000 34239 0.006884
1041 14 6.192400 36 36 35000 0 36000 36499 0.006877
1041 29 6.226576 31 31 27000 0 31000 27900 0.006941
1041 17 6.177746 32 32 30000 0 32000 32199 0.006888
1041 27 6.226576 36 36 32000 0 36000 32400 0.006912
1041 15 6.226576 30 30 27000 0 30000 27000 0.006963
1041 22 6.192400 33 33 32000 0 33000 33439 0.006893
1041 25 6.192400 33 33 32000 0 33000 33439 0.006891
1041 19 6.192400 34 34 33000 0 34000 34459 0.006897
1061 15 6.226576 27 27 30000 0 27000 28199 0.006976
1061 27 6.226576 33 33 36000 0 33000 34319 0.006918
1061 18 6.248383 33 33 27000 0 33000 29700 0.006948
1061 23 6.248383 35 35 29000 0 35000 31500 0.006938
1061 20 6.248383 28 28 25000 0 28000 25200 0.006971
1061 26 6.248383 35 35 29000 0 35000 31500 0.006943
1061 8 6.226576 34 34 33000 0 34000 34459 0.006923
1061 21 6.226576 36 36 35000 0 36000 36499 0.006939
1061 7 6.248383 37 37 36000 0 37000 37519 0.006941
1061 13 6.192400 36 36 35000 0 36000 36499 0.006886
1061 30 6.192400 37 37 36000 0 37000 37519 0.006885
1061 24 6.248383 38 38 37000 0 38000 38539 0.006954
1061 28 6.248383 34 34 33000 0 34000 34459 0.006964
1061 16 6.192400 33 33 32000 0 33000 33439 0.006912
1061 14 6.192400 37 37 36000 0 37000 37519 0.006875
1061 17 6.248383 33 33 32000 0 33000 33439 0.006963
1061 22 6.192400 34 34 33000 0 34000 34459 0.006890
1061 25 6.192400 34 34 33000 0 34000 34459 0.006889
1061 19 6.192400 35 35 34000 0 35000 35479 0.006895
1061 9 6.192400 35 35 34000 0 35000 35479 0.006882
1061 12 6.192400 34 34 33000 0 34000 34459 0.006886
1061 11 6.226576 30 30 29000 0 30000 30379 0.006945
1061 10 6.248383 31 31 29000 0 31000 31179 0.006939
1061 29 6.226576 28 28 31000 0 28000 29219 0.006950
1081 20 6.248383 26 26 28000 0 26000 26959 0.006979
1081 15 6.226576 29 29 27000 0 29000 29139 0.006967
1081 27 6.226576 35 35 33000 0 35000 35259 0.006914
1081 10 6.248383 32 32 31000 0 32000 32419 0.006937
1081 29 6.226576 30 30 28000 0 30000 30159 0.006944
1081 11 6.226576 31 31 30000 0 31000 31399 0.006942
1081 12 6.279806 35 35 34000 0 35000 35479 0.006980
1081 9 6.279806 36 36 35000 0 36000 36499 0.006976
1081 19 6.279806 36 36 35000 0 36000 36499 0.006989
1081 25 6.279806 35 35 34000 0 35000 35479 0.006983
1081 22 6.279806 35 35 34000 0 35000 35479 0.006984
1081 17 6.248383 34 34 33000 0 34000 34459 0.006960
1081 14 6.279806 38 38 37000 0 38000 38539 0.006970
1081 16 6.279806 34 34 33000 0 34000 34459 0.007006
1081 28 6.248383 35 35 34000 0 35000 35479 0.006962
1081 24 6.248383 39 39 38000 0 39000 39559 0.006952
1081 30 6.279806 38 38 37000 0 38000 38539 0.006979
1081 13 6.279806 37 37 36000 0 37000 37519 0.006980
1081 7 6.248383 38 38 37000 0 38000 38539 0.006939
1081 21 6.226576 37 37 36000 0 37000 37519 0.006937
1081 8 6.226576 35 35 34000 0 35000 35479 0.006921
1081 18 6.248383 30 30 33000 0 30000 31259 0.006956
1081 23 6.248383 32 32 35000 0 32000 33299 0.006944
1081 26 6.248383 32 32 35000 0 32000 33299 0.006950
1101 20 6.314881 27 27 26000 0 27000 27319 0.007048
1101 10 6.314881 33 33 32000 0 33000 33439 0.007008
1101 11 6.314881 32 32 31000 0 32000 32419 0.007037
1101 12 6.279806 36 36 35000 0 36000 36499 0.006978
1101 9 6.279806 37 37 36000 0 37000 37519 0.006974
1101 19 6.279806 37 37 36000 0 37000 37519 0.006986
1101 22 6.279806 36 36 35000 0 36000 36499 0.006982
1101 17 6.314881 35 35 34000 0 35000 35479 0.007031
1101 14 6.279806 39 39 38000 0 39000 39559 0.006968
1101 16 6.279806 35 35 34000 0 35000 35479 0.007003
1101 28 6.314881 36 36 35000 0 36000 36499 0.007032
1101 24 6.314881 40 40 39000 0 40000 40579 0.007023
1101 30 6.279806 39 39 38000 0 39000 39559 0.006977
1101 13 6.279806 38 38 37000 0 38000 38539 0.006978
1101 7 6.314881 39 39 38000 0 39000 39559 0.007010
1101 8 6.314881 36 36 35000 0 36000 36499 0.007016
1101 18 6.314881 32 32 30000 0 32000 32199 0.007024
1101 23 6.314881 34 34 32000 0 34000 34239 0.007013
1101 26 6.314881 34 34 32000 0 34000 34239 0.007018
1101 21 6.314881 38 38 37000 0 38000 38539 0.007031
1101 25 6.279806 36 36 35000 0 36000 36499 0.006981
1101 29 6.314881 31 31 30000 0 31000 31399 0.007038
1101 27 6.314881 36 36 35000 0 36000 36499 0.007009
1101 15 6.314881 30 30 29000 0 30000 30379 0.007060
1121 20 6.314881 28 28 27000 0 28000 28339 0.007044
1121 10 6.314881 34 34 32179 821 34000 30600 0.007006
1121 11 6.314881 33 33 31721 279 33000 29700 0.007034
1121 12 6.362998 37 37 34060 1940 37000 33300 0.007063
1121 9 6.362998 38 38 36444 556 38000 34200 0.007062
1121 19 6.362998 38 38 36453 547 38000 34200 0.007075
1121 22 6.362998 37 37 33924 2076 37000 33300 0.007067
1121 17 6.314881 36 36 35000 0 36000 36499 0.007029
1121 16 6.362998 36 36 34816 184 36000 32400 0.007091
1121 24 6.314881 41 41 33067 6933 41000 36900 0.007021
1121 30 6.362998 40 40 33264 5736 40000 36000 0.007056
1121 13 6.362998 39 39 33860 4140 39000 35100 0.007059
1121 7 6.314881 40 40 34831 4169 40000 36000 0.007009
1121 18 6.314881 33 33 32000 0 33000 33439 0.007022
1121 23 6.314881 35 35 32531 1469 35000 31500 0.007011
1121 26 6.314881 35 35 34000 0 35000 35479 0.007016
1121 25 6.362998 37 37 36000 0 37000 37519 0.007070
1121 29 6.314881 32 32 31000 0 32000 32419 0.007035
1121 27 6.314881 37 37 35053 947 37000 33300 0.007008
1121 15 6.314881 31 31 30000 0 31000 31399 0.007057
1121 21 6.314881 39 39 33303 4697 39000 35100 0.007029
1121 8 6.314881 37 37 35919 81 37000 33300 0.007014
1121 28 6.314881 37 37 33542 2458 37000 33300 0.007030
1121 14 6.362998 40 40 39000 0 40000 40579 0.007058
1141 30 6.362998 36 36 31176 14560 36000 32400 0.007070
1141 24 6.314881 37 37 34793 13140 37000 33300 0.007027
1141 21 6.314881 36 36 31802 11895 36000 32400 0.007035
1141 23 6.314881 32 32 34493 1976 32000 32300 0.007017
1141 13 6.362998 36 36 35894 7246 36000 32400 0.007071
1141 16 6.362998 33 33 30786 5398 33000 29700 0.007099
1141 22 6.362998 34 34 34698 4378 34000 30600 0.007077
1141 19 6.362998 35 35 34464 4083 35000 31500 0.007082
1141 9 6.362998 35 35 34289 4267 35000 31500 0.007068
1141 12 6.362998 34 34 32198 6742 34000 30600 0.007072
1141 10 6.314881 31 31 34821 0 31000 32460 0.007012
1141 17 6.396112 37 37 36000 0 37000 37519 0.007116
1141 26 6.396112 36 36 35000 0 36000 36499 0.007104
1141 25 6.362998 38 38 30759 6241 38000 34200 0.007069
1141 14 6.362998 41 41 35785 4215 41000 36900 0.007057
1141 15 6.396112 32 32 31000 0 32000 32419 0.007143
1141 29 6.396112 33 33 32000 0 33000 33439 0.007122
1141 18 6.396112 34 34 33000 0 34000 34459 0.007109
1141 20 6.396112 29 29 28000 0 29000 29359 0.007130
1141 11 6.314881 30 30 33279 0 30000 31321 0.007043
1141 7 6.314881 36 36 36367 7802 36000 32400 0.007014
1141 27 6.314881 34 34 33776 4171 34000 30600 0.007012
1141 8 6.314881 34 34 34102 2979 34000 30600 0.007020
1141 28 6.314881 34 34 33706 5752 34000 30600 0.007036
1161 28 6.314881 31 31 29820 9932 31000 27900 0.007044
1161 8 6.314881 31 31 31278 5701 31000 27900 0.007026
1161 7 6.314881 33 33 31471 12331 33000 29700 0.007020
1161 14 6.362998 37 37 31768 13447 37000 33300 0.007061
1161 12 6.362998 31 31 33805 6937 31000 27900 0.007080
1161 9 6.362998 32 32 36560 2707 32000 32641 0.007075
1161 16 6.362998 30 30 35177 3221 30000 30713 0.007109
1161 13 6.362998 33 33 29746 13500 33000 29700 0.007078
1161 21 6.314881 33 33 31333 16562 33000 29700 0.007041
1161 24 6.314881 34 34 36243 13897 34000 30600 0.007034
1161 30 6.362998 33 33 31743 18817 33000 29700 0.007078
1161 23 6.416166 33 33 32194 1782 33000 29700 0.007121
1161 26 6.396112 37 37 28175 7825 37000 33300 0.007102
1161 18 6.396112 35 35 30463 3537 35000 31500 0.007107
1161 11 6.416166 32 32 30000 0 32000 32199 0.007148
1161 20 6.396112 30 30 29000 0 30000 30379 0.007127
1161 29 6.396112 34 34 30969 2031 34000 30600 0.007119
1161 15 6.396112 33 33 31491 509 33000 29700 0.007139
1161 17 6.396112 38 38 33064 3936 38000 34200 0.007114
1161 10 6.416166 33 33 31000 0 33000 33219 0.007119
1161 22 6.362998 31 31 29935 8443 31000 27900 0.007084
1161 19 6.362998 32 32 35268 3815 32000 28800 0.007089
1161 25 6.362998 35 35 33637 10604 35000 31500 0.007073
1161 27 6.314881 31 31 32982 5189 31000 27900 0.007018
1181 27 6.314881 28 28 36189 0 28000 30361 0.007027
1181 25 6.362998 32 32 30743 14861 32000 28800 0.007079
1181 19 6.362998 29 29 32092 3723 29000 26100 0.007099
1181 17 6.396112 35 35 33053 8883 35000 31500 0.007119
1181 15 6.396112 30 30 32553 956 30000 30414 0.007149
1181 29 6.396112 31 31 32230 3801 31000 27900 0.007126
1181 26 6.396112 34 34 32258 12567 34000 30600 0.007106
1181 23 6.416166 30 30 33358 1424 30000 30529 0.007132
1181 24 6.314881 31 31 32226 15671 31000 27900 0.007042
1181 13 6.362998 30 30 39281 7219 30000 31134 0.007086
1181 12 6.362998 28 28 33523 4414 28000 28663 0.007089
1181 14 6.362998 34 34 34788 15659 34000 30600 0.007066
1181 7 6.314881 30 30 31676 13655 30000 27000 0.007026
1181 8 6.314881 28 28 34487 2214 28000 29075 0.007035
1181 9 6.432461 33 33 34023 684 33000 33136 0.007148
1181 16 6.432461 31 31 33221 0 31000 32108 0.007183
1181 11 6.416166 33 33 31083 917 33000 29700 0.007145
1181 20 6.396112 31 31 30000 0 31000 31399 0.007124
1181 10 6.416166 34 34 32288 712 34000 30600 0.007118
1181 28 6.314881 28 28 38247 2685 28000 29780 0.007056
1181 21 6.314881 30 30 34712 14850 30000 27000 0.007050
1181 30 6.362998 30 30 32798 19019 30000 27000 0.007085
1181 18 6.396112 32 32 29743 8794 32000 28800 0.007112
1181 22 6.362998 28 28 29666 9777 28000 25200 0.007092
1201 26 6.396112 31 31 31097 15470 31000 27900 0.007112
1201 22 6.362998 26 26 34420 3357 26000 27348 0.007101
1201 18 6.396112 29 29 30064 10730 29000 26100 0.007119
1201 10 6.416166 31 31 34505 207 31000 31680 0.007123
1201 11 6.416166 30 30 32795 1122 30000 30446 0.007154
1201 29 6.396112 28 28 34068 733 28000 29140 0.007137
1201 23 6.416166 31 31 29133 2291 31000 27900 0.007131
1201 12 6.440798 29 29 32414 0 29000 30330 0.007172
1201 9 6.432461 34 34 25724 7960 34000 30600 0.007148
1201 16 6.432461 33 33 30798 202 33000 29700 0.007176
1201 20 6.396112 32 32 31000 0 32000 32419 0.007121
1201 28 6.440798 30 30 30685 0 30000 30750 0.007188
1201 8 6.440798 30 30 30214 0 30000 30646 0.007168
1201 13 6.440798 32 32 35523 1696 32000 32534 0.007164
